lag,correlation
1,-0.04615384615384616
2,-0.046875000000000014
3,-0.047619047619047686
4,-0.04838709677419351
5,-0.04918032786885244
6,-0.05000000000000009
7,-0.05084745762711865
8,-0.05172413793103457
9,-0.052631578947368446
10,0.29761904761904734
11,-0.054545454545454536
12,-0.055555555555555615
13,-0.05660377358490565
14,-0.05769230769230772
15,-0.05882352941176464
16,-0.059999999999999935
17,-0.061224489795918394
18,-0.06250000000000008
19,-0.0638297872340426
20,-0.0652173913043479
21,-0.06666666666666668
22,0.2878787878787878
23,-0.056313829183370794
24,-0.05763904177042349
25,-0.05902813361009552
26,-0.06048583789091337
27,-0.06201736729460421
28,-0.06362847629757773
29,-0.06532553344640132
30,-0.06711560552140244
31,-0.06900655593423544
32,0.3668703279566418
33,-0.050964719143762556
34,-0.05251050315105035
35,-0.05415303610738822
36,0.5590169943749475
37,-0.04637388957601685
38,-0.04794633014853842
39,-0.049629166698546515
40,-0.05143444998736398
41,-0.05337605126836239
42,-0.05547001962252291
43,-0.057735026918962574
44,-0.06019292654288461
45,-0.06286946134619315
46,0.6908492797077574
47,-0.0476190476190476
48,-0.049999999999999975
49,-0.05263157894736838
