lag,correlation
0,1.0
1,-0.000551098663285478
2,-0.000551238205691318
3,-0.0005513777480971564
4,-0.0005515172905029966
5,-0.0005516568329088316
6,-0.0005517963753146723
7,-0.0005519359177205128
8,-0.0005520754601263428
9,-0.0005522150025321893
10,-0.0005523545449380294
11,-0.0005524940873438669
12,-0.0005526336297497072
13,-0.0005527731721555422
14,-0.000552912714561383
15,-0.0005530522569672234
16,-0.0005531917993730534
17,-0.0005533313417788999
18,-0.00055347088418474
19,-0.0005536104265905782
20,-0.0005537499689964186
21,-0.0005538895114022535
22,-0.0005540290538080943
23,-0.0005541685962139347
24,-0.0005543081386197647
25,-0.0005544476810256112
26,-0.0005545872234314512
27,-0.0005547267658372887
28,-0.0005548663082431292
29,-0.0005550058506489643
30,-0.0005551453930548048
31,-0.0005552849354606452
32,-0.0005554244778664752
33,-0.0005555640202723219
34,-0.0005557035626781618
35,-0.0005558431050840001
36,-0.0005559826474898405
37,-0.0005561221898956756
38,-0.0005562617323015161
39,-0.0005564012747073566
40,-0.0005565408171131866
41,-0.0005566803595190332
42,-0.0005568199019248731
43,-0.0005569594443307107
44,-0.000557098986736551
45,-0.0005572385291423861
46,-0.0005573780715482266
47,-0.0005575176139540672
48,-0.0005576571563598971
49,-0.0005577966987657438
50,-0.0005579362411715839
51,-0.000558075783577422
52,-0.0005582153259832623
53,-0.0005583548683890974
54,-0.0005584944107949381
55,-0.0005586339532007785
56,-0.0005587734956066084
57,-0.0005589130380124551
58,-0.000559052580418295
59,-0.0005591921228241327
60,-0.0005593316652299729
61,-0.0005594712076358081
62,-0.0005596107500416487
63,-0.0005597502924474892
64,-0.0005598898348533192
65,-0.0005600293772591656
66,-0.0005601689196650057
67,-0.000560308462070844
68,-0.0005604480044766842
69,-0.0005605875468825194
70,-0.0005607270892883599
71,-0.0005608666316942003
72,-0.0005610061741000305
73,-0.000561145716505877
74,-0.000561285258911717
75,-0.0005614248013175544
76,-0.0005615643437233949
77,-0.00056170388612923
78,-0.0005618434285350705
79,-0.000561982970940911
80,-0.0005621225133467412
81,-0.0005622620557525876
82,-0.0005624015981584275
83,-0.0005625411405642659
84,-0.0005626806829701062
85,-0.0005628202253759413
86,-0.0005629597677817819
87,-0.0005630993101876224
88,-0.0005632388525934524
89,-0.0005633783949992989
90,-0.0005635179374051389
91,-0.0005636574798109764
92,-0.0005637970222168166
93,-0.000563936564622652
94,-0.0005640761070284923
95,-0.0005642156494343329
96,-0.000564355191840163
97,-0.0005644947342460095
98,0.10048325318900254
99,-0.0004906619731017499
100,-0.0004908015155075898
101,-0.0004909410579134254
102,-0.0004910806003192652
103,-0.0004912201427251057
104,-0.0004913596851309355
105,-0.0004914992275367822
106,-0.0004916387699426224
107,-0.0004917783123484609
108,-0.0004919178547543007
109,-0.0004920573971601363
110,-0.0004921969395659761
111,-0.0004923364819718166
112,-0.0004924760243776465
113,-0.0004926155667834933
114,-0.0004927551091893335
115,-0.0004928946515951717
116,-0.0004930341940010116
117,-0.0004931737364068472
118,-0.000493313278812687
119,-0.0004934528212185276
120,-0.0004935923636243575
121,-0.0004937319060302041
122,-0.0004938714484360444
123,-0.0004940109908418828
124,-0.0004941505332477227
125,-0.0004942900756535584
126,-0.000494429618059398
127,-0.0004945691604652387
128,-0.0004947087028710685
129,-0.0004948482452769152
130,-0.0004949877876827554
131,-0.0004951273300885937
132,-0.0004952668724944335
133,-0.0004954064149002693
134,-0.000495545957306109
135,-0.0004956854997119495
136,-0.0004958250421177794
137,-0.000495964584523626
138,-0.0004961041269294662
139,-0.0004962436693353047
140,-0.0004963832117411446
141,-0.0004965227541469803
142,-0.00049666229655282
143,-0.0004968018389586605
144,-0.0004969413813644904
145,-0.000497080923770337
146,-0.0004972204661761773
147,-0.0004973600085820156
148,-0.0004974995509878555
149,-0.0004976390933936911
150,-0.0004977786357995308
151,-0.0004979181782053713
152,-0.0004980577206112013
153,-0.0004981972630170478
154,-0.0004983368054228882
155,-0.0004984763478287266
156,-0.0004986158902345664
157,-0.0004987554326404024
158,-0.0004988949750462418
159,-0.0004990345174520825
160,-0.0004991740598579125
161,-0.000499313602263759
162,-0.0004994531446695992
163,-0.0004995926870754375
164,-0.0004997322294812774
165,-0.0004998717718871132
166,-0.0005000113142929527
167,-0.0005001508566987933
168,-0.0005002903991046234
169,-0.0005004299415104699
170,-0.0005005694839163101
171,-0.0005007090263221486
172,-0.0005008485687279883
173,-0.0005009881111338241
174,-0.0005011276535396638
175,-0.0005012671959455044
176,-0.0005014067383513343
177,-0.0005015462807571809
178,-0.0005016858231630211
179,-0.0005018253655688594
180,-0.0005019649079746993
181,-0.000502104450380535
182,-0.0005022439927863747
183,0.03125552395401501
184,-0.0005025230775980452
185,-0.0005026626200038917
186,-0.0005028021624097319
187,-0.0005029417048155704
188,-0.0005030812472214102
189,-0.0005032207896272463
190,-0.0005033603320330856
191,-0.0005034998744389264
192,-0.0005036394168447563
193,-0.0005037789592506028
194,-0.000503918501656443
195,-0.0005040580440622813
196,-0.0005041975864681212
197,-0.0005043371288739571
198,-0.0005044766712797966
199,-0.0005046162136856372
200,-0.0005047557560914671
201,-0.0005048952984973136
202,-0.000505034840903154
203,-0.0005051743833089923
204,-0.0005053139257148322
205,-0.0005054534681206681
206,-0.0005055930105265075
207,-0.0005057325529323482
208,-0.0005058720953381782
209,-0.0005060116377440247
210,-0.0005061511801498649
211,-0.0005062907225557033
212,-0.0005064302649615431
213,-0.0005065698073673789
214,-0.0005067093497732184
215,-0.0005068488921790591
216,-0.0005069884345848891
217,-0.0005071279769907355
218,-0.0005072675193965758
219,-0.0005074070618024142
220,-0.0005075466042082541
221,-0.0005076861466140901
222,-0.0005078256890199295
223,-0.0005079652314257701
224,-0.0005081047738316003
225,-0.0005082443162374466
226,-0.0005083838586432868
227,-0.0005085234010491252
228,-0.000508662943454965
229,-0.000508802485860801
230,-0.0005089420282666404
231,-0.0005090815706724809
232,-0.0005092211130783112
233,-0.0005093606554841576
234,-0.0005095001978899978
235,-0.0005096397402958361
236,-0.000509779282701676
237,-0.0005099188251075119
238,-0.0005100583675133513
239,-0.000510197909919192
240,-0.0005103374523250221
241,-0.0005104769947308685
242,-0.0005106165371367088
243,-0.0005107560795425472
244,-0.0005108956219483869
245,-0.0005110351643542228
246,-0.0005111747067600622
247,-0.0005113142491659029
248,-0.000511453791571733
