ts,total_bytes
2026-03-08 18:13:45,2
2026-03-08 18:13:50,3
2026-03-08 18:13:55,0
2026-03-08 18:14:00,8
2026-03-08 18:14:05,2
2026-03-08 18:14:10,0
2026-03-08 18:14:15,5
2026-03-08 18:14:20,0
2026-03-08 18:14:25,5
2026-03-08 18:14:30,0
2026-03-08 18:14:35,1
2026-03-08 18:14:40,4
2026-03-08 18:14:45,0
2026-03-08 18:14:50,5
2026-03-08 18:14:55,0
2026-03-08 18:15:00,3
2026-03-08 18:15:05,7
2026-03-08 18:15:10,0
2026-03-08 18:15:15,4
2026-03-08 18:15:20,1
2026-03-08 18:15:25,0
2026-03-08 18:15:30,5
2026-03-08 18:15:35,0
2026-03-08 18:15:40,5
2026-03-08 18:15:45,0
2026-03-08 18:15:50,1
2026-03-08 18:15:55,4
2026-03-08 18:16:00,0
2026-03-08 18:16:05,8
2026-03-08 18:16:10,2
2026-03-08 18:16:15,0
2026-03-08 18:16:20,5
2026-03-08 18:16:25,0
2026-03-08 18:16:30,4
2026-03-08 18:16:35,1
2026-03-08 18:16:40,0
2026-03-08 18:16:45,5
2026-03-08 18:16:50,0
2026-03-08 18:16:55,5
2026-03-08 18:17:00,0
2026-03-08 18:17:05,2
2026-03-08 18:17:10,8
2026-03-08 18:17:15,0
2026-03-08 18:17:20,3
2026-03-08 18:17:25,2
2026-03-08 18:17:30,0
2026-03-08 18:17:35,5
2026-03-08 18:17:40,0
2026-03-08 18:17:45,5
2026-03-08 18:17:50,0
2026-03-08 18:17:55,1
2026-03-08 18:18:00,4
2026-03-08 18:18:05,0
2026-03-08 18:18:10,7
2026-03-08 18:18:15,3
2026-03-08 18:18:20,0
2026-03-08 18:18:25,5
2026-03-08 18:18:30,0
2026-03-08 18:18:35,4
2026-03-08 18:18:40,1
2026-03-08 18:18:45,0
2026-03-08 18:18:50,5
2026-03-08 18:18:55,0
2026-03-08 18:19:00,5
2026-03-08 18:19:05,0
2026-03-08 18:19:10,1
2026-03-08 18:19:15,9
2026-03-08 18:19:20,0
2026-03-08 18:19:25,3
2026-03-08 18:19:30,2
2026-03-08 18:19:35,0
2026-03-08 18:19:40,5
2026-03-08 18:19:45,0
2026-03-08 18:19:50,4
2026-03-08 18:19:55,1
2026-03-08 18:20:00,0
2026-03-08 18:20:05,5
2026-03-08 18:20:10,0
2026-03-08 18:20:15,6
2026-03-08 18:20:20,4
2026-03-08 18:20:25,0
2026-03-08 18:20:30,5
2026-03-08 18:20:35,0
2026-03-08 18:20:40,3
2026-03-08 18:20:45,2
2026-03-08 18:20:50,0
2026-03-08 18:20:55,5
2026-03-08 18:21:00,0
2026-03-08 18:21:05,4
2026-03-08 18:21:10,1
2026-03-08 18:21:15,0
2026-03-08 18:21:20,10
2026-03-08 18:21:25,0
2026-03-08 18:21:30,2
2026-03-08 18:21:35,3
2026-03-08 18:21:40,0
2026-03-08 18:21:45,5
2026-03-08 18:21:50,0
2026-03-08 18:21:55,3
2026-03-08 18:22:00,2
2026-03-08 18:22:05,0
2026-03-08 18:22:10,5
2026-03-08 18:22:15,0
2026-03-08 18:22:20,6
2026-03-08 18:22:25,4
2026-03-08 18:22:30,0
2026-03-08 18:22:35,6
2026-03-08 18:22:40,0
2026-03-08 18:22:45,2
2026-03-08 18:22:50,3
2026-03-08 18:22:55,0
2026-03-08 18:23:00,5
2026-03-08 18:23:05,0
2026-03-08 18:23:10,4
2026-03-08 18:23:15,1
2026-03-08 18:23:20,0
2026-03-08 18:23:25,10
2026-03-08 18:23:30,0
2026-03-08 18:23:35,1
2026-03-08 18:23:40,4
2026-03-08 18:23:45,0
2026-03-08 18:23:50,5
2026-03-08 18:23:55,0
2026-03-08 18:24:00,3
2026-03-08 18:24:05,2
2026-03-08 18:24:10,0
2026-03-08 18:24:15,5
2026-03-08 18:24:20,0
2026-03-08 18:24:25,4
2026-03-08 18:24:30,6
2026-03-08 18:24:35,0
2026-03-08 18:24:40,5
2026-03-08 18:24:45,0
2026-03-08 18:24:50,2
2026-03-08 18:24:55,3
2026-03-08 18:25:00,0
2026-03-08 18:25:05,5
2026-03-08 18:25:10,0
2026-03-08 18:25:15,4
2026-03-08 18:25:20,1
2026-03-08 18:25:25,0
2026-03-08 18:25:30,10
2026-03-08 18:25:35,0
2026-03-08 18:25:40,1
2026-03-08 18:25:45,4
2026-03-08 18:25:50,0
2026-03-08 18:25:55,5
