ts,total_bytes
2026-03-08 05:45:45,8
2026-03-08 05:45:50,0
2026-03-08 05:45:55,3
2026-03-08 05:46:00,2
2026-03-08 05:46:05,0
2026-03-08 05:46:10,5
2026-03-08 05:46:15,0
2026-03-08 05:46:20,5
2026-03-08 05:46:25,0
2026-03-08 05:46:30,1
2026-03-08 05:46:35,4
2026-03-08 05:46:40,0
2026-03-08 05:46:45,8
2026-03-08 05:46:50,2
2026-03-08 05:46:55,0
2026-03-08 05:47:00,5
2026-03-08 05:47:05,0
2026-03-08 05:47:10,4
2026-03-08 05:47:15,1
2026-03-08 05:47:20,0
2026-03-08 05:47:25,5
2026-03-08 05:47:30,0
2026-03-08 05:47:35,5
2026-03-08 05:47:40,0
2026-03-08 05:47:45,2
2026-03-08 05:47:50,8
2026-03-08 05:47:55,0
2026-03-08 05:48:00,3
2026-03-08 05:48:05,2
2026-03-08 05:48:10,0
2026-03-08 05:48:15,5
2026-03-08 05:48:20,0
2026-03-08 05:48:25,5
2026-03-08 05:48:30,0
2026-03-08 05:48:35,1
2026-03-08 05:48:40,4
2026-03-08 05:48:45,0
2026-03-08 05:48:50,7
2026-03-08 05:48:55,3
2026-03-08 05:49:00,0
2026-03-08 05:49:05,5
2026-03-08 05:49:10,0
2026-03-08 05:49:15,4
2026-03-08 05:49:20,1
2026-03-08 05:49:25,0
2026-03-08 05:49:30,5
2026-03-08 05:49:35,0
2026-03-08 05:49:40,6
2026-03-08 05:49:45,0
2026-03-08 05:49:50,1
2026-03-08 05:49:55,9
2026-03-08 05:50:00,0
2026-03-08 05:50:05,3
2026-03-08 05:50:10,2
2026-03-08 05:50:15,0
2026-03-08 05:50:20,5
2026-03-08 05:50:25,0
2026-03-08 05:50:30,5
2026-03-08 05:50:35,0
2026-03-08 05:50:40,0
2026-03-08 05:50:45,5
2026-03-08 05:50:50,0
2026-03-08 05:50:55,7
2026-03-08 05:51:00,3
2026-03-08 05:51:05,0
2026-03-08 05:51:10,5
2026-03-08 05:51:15,0
2026-03-08 05:51:20,4
2026-03-08 05:51:25,1
2026-03-08 05:51:30,0
2026-03-08 05:51:35,5
2026-03-08 05:51:40,0
2026-03-08 05:51:45,5
2026-03-08 05:51:50,0
2026-03-08 05:51:55,1
2026-03-08 05:52:00,9
2026-03-08 05:52:05,0
2026-03-08 05:52:10,3
2026-03-08 05:52:15,2
2026-03-08 05:52:20,0
2026-03-08 05:52:25,5
2026-03-08 05:52:30,0
2026-03-08 05:52:35,5
2026-03-08 05:52:40,0
2026-03-08 05:52:45,1
2026-03-08 05:52:50,4
2026-03-08 05:52:55,0
2026-03-08 05:53:00,7
2026-03-08 05:53:05,3
2026-03-08 05:53:10,0
2026-03-08 05:53:15,5
2026-03-08 05:53:20,0
2026-03-08 05:53:25,4
2026-03-08 05:53:30,1
2026-03-08 05:53:35,0
2026-03-08 05:53:40,5
2026-03-08 05:53:45,0
2026-03-08 05:53:50,5
2026-03-08 05:53:55,0
2026-03-08 05:54:00,1
2026-03-08 05:54:05,9
2026-03-08 05:54:10,0
2026-03-08 05:54:15,3
2026-03-08 05:54:20,2
2026-03-08 05:54:25,0
2026-03-08 05:54:30,5
2026-03-08 05:54:35,0
2026-03-08 05:54:40,4
2026-03-08 05:54:45,1
2026-03-08 05:54:50,0
2026-03-08 05:54:55,5
2026-03-08 05:55:00,0
2026-03-08 05:55:05,4
2026-03-08 05:55:10,6
2026-03-08 05:55:15,0
2026-03-08 05:55:20,5
