ts,total_bytes
2026-03-11 20:23:00,4
2026-03-11 20:23:02,1
2026-03-11 20:23:04,0
2026-03-11 20:23:06,0
2026-03-11 20:23:08,0
2026-03-11 20:23:10,0
2026-03-11 20:23:12,4
2026-03-11 20:23:14,5
2026-03-11 20:23:16,1
2026-03-11 20:23:18,0
2026-03-11 20:23:20,0
2026-03-11 20:23:22,0
2026-03-11 20:23:24,0
2026-03-11 20:23:26,4
2026-03-11 20:23:28,1
2026-03-11 20:23:30,0
2026-03-11 20:23:32,0
2026-03-11 20:23:34,0
2026-03-11 20:23:36,0
2026-03-11 20:23:38,4
2026-03-11 20:23:40,1
2026-03-11 20:23:42,0
2026-03-11 20:23:44,0
2026-03-11 20:23:46,0
2026-03-11 20:23:48,0
2026-03-11 20:23:50,4
2026-03-11 20:23:52,1
2026-03-11 20:23:54,0
2026-03-11 20:23:56,0
2026-03-11 20:23:58,0
2026-03-11 20:24:00,0
2026-03-11 20:24:02,3
2026-03-11 20:24:04,2
2026-03-11 20:24:06,0
2026-03-11 20:24:08,0
2026-03-11 20:24:10,0
2026-03-11 20:24:12,0
2026-03-11 20:24:14,3
2026-03-11 20:24:16,5
2026-03-11 20:24:18,2
2026-03-11 20:24:20,0
2026-03-11 20:24:22,0
2026-03-11 20:24:24,0
2026-03-11 20:24:26,0
2026-03-11 20:24:28,3
2026-03-11 20:24:30,2
2026-03-11 20:24:32,0
2026-03-11 20:24:34,0
2026-03-11 20:24:36,0
2026-03-11 20:24:38,0
2026-03-11 20:24:40,3
2026-03-11 20:24:42,2
2026-03-11 20:24:44,0
2026-03-11 20:24:46,0
2026-03-11 20:24:48,0
2026-03-11 20:24:50,0
2026-03-11 20:24:52,2
2026-03-11 20:24:54,3
2026-03-11 20:24:56,0
2026-03-11 20:24:58,0
2026-03-11 20:25:00,0
2026-03-11 20:25:02,0
2026-03-11 20:25:04,2
2026-03-11 20:25:06,3
2026-03-11 20:25:08,0
2026-03-11 20:25:10,0
2026-03-11 20:25:12,0
2026-03-11 20:25:14,0
2026-03-11 20:25:16,2
2026-03-11 20:25:18,5
2026-03-11 20:25:20,3
2026-03-11 20:25:22,0
2026-03-11 20:25:24,0
2026-03-11 20:25:26,0
2026-03-11 20:25:28,0
2026-03-11 20:25:30,2
2026-03-11 20:25:32,3
2026-03-11 20:25:34,0
2026-03-11 20:25:36,0
2026-03-11 20:25:38,0
2026-03-11 20:25:40,0
2026-03-11 20:25:42,2
2026-03-11 20:25:44,3
2026-03-11 20:25:46,0
2026-03-11 20:25:48,0
2026-03-11 20:25:50,0
2026-03-11 20:25:52,0
2026-03-11 20:25:54,2
2026-03-11 20:25:56,3
2026-03-11 20:25:58,0
2026-03-11 20:26:00,0
2026-03-11 20:26:02,0
2026-03-11 20:26:04,0
2026-03-11 20:26:06,1
2026-03-11 20:26:08,4
2026-03-11 20:26:10,0
2026-03-11 20:26:12,0
2026-03-11 20:26:14,0
2026-03-11 20:26:16,0
2026-03-11 20:26:18,1
2026-03-11 20:26:20,5
2026-03-11 20:26:22,4
2026-03-11 20:26:24,0
2026-03-11 20:26:26,0
2026-03-11 20:26:28,0
2026-03-11 20:26:30,0
2026-03-11 20:26:32,1
2026-03-11 20:26:34,4
2026-03-11 20:26:36,0
2026-03-11 20:26:38,0
2026-03-11 20:26:40,0
2026-03-11 20:26:42,0
2026-03-11 20:26:44,1
2026-03-11 20:26:46,4
2026-03-11 20:26:48,0
2026-03-11 20:26:50,0
2026-03-11 20:26:52,0
2026-03-11 20:26:54,0
2026-03-11 20:26:56,0
2026-03-11 20:26:58,0
2026-03-11 20:27:00,0
2026-03-11 20:27:02,0
2026-03-11 20:27:04,0
2026-03-11 20:27:06,0
