ts,total_bytes
2026-03-06 14:42:35,1
2026-03-06 14:42:40,0
2026-03-06 14:42:45,0
2026-03-06 14:42:50,0
2026-03-06 14:42:55,0
2026-03-06 14:43:00,0
2026-03-06 14:43:05,1
2026-03-06 14:43:10,0
2026-03-06 14:43:15,0
2026-03-06 14:43:20,0
2026-03-06 14:43:25,0
2026-03-06 14:43:30,0
2026-03-06 14:43:35,1
2026-03-06 14:43:40,0
2026-03-06 14:43:45,0
2026-03-06 14:43:50,0
2026-03-06 14:43:55,0
2026-03-06 14:44:00,0
2026-03-06 14:44:05,1
2026-03-06 14:44:10,0
2026-03-06 14:44:15,0
2026-03-06 14:44:20,0
2026-03-06 14:44:25,0
2026-03-06 14:44:30,0
2026-03-06 14:44:35,1
