id,host_ip,analyzed_at,p_score,fft_peak,autocorr_max,entropy_norm,sample_count,detected,alert_generated
2101,192.168.56.15,2026-02-13 07:30:44.064895+00:00,0.5922436436539085,0.9999788469031854,0.0,0.03873947553682866,483,True,False
2100,192.168.56.15,2026-02-13 07:29:44.033215+00:00,0.5922436436539085,0.9999788469031854,0.0,0.03873947553682866,483,True,False
2099,192.168.56.15,2026-02-13 07:28:43.993287+00:00,0.5922436436539085,0.9999788469031854,0.0,0.03873947553682866,483,True,False
2098,192.168.56.15,2026-02-13 07:27:43.957901+00:00,0.5922436436539085,0.9999788469031854,0.0,0.03873947553682866,483,True,False
2097,192.168.56.15,2026-02-13 07:26:43.922759+00:00,0.5922436436539085,0.9999788469031854,0.0,0.03873947553682866,483,True,False
2096,192.168.56.15,2026-02-13 07:25:43.888906+00:00,0.5922436436539085,0.9999788469031854,0.0,0.03873947553682866,483,True,False
2095,192.168.56.15,2026-02-13 07:24:43.855547+00:00,0.5922436436539085,0.9999788469031854,0.0,0.03873947553682866,483,True,False
2094,192.168.56.15,2026-02-13 07:23:43.822650+00:00,0.5928172241780081,0.998112687614299,0.0,0.03213925433855819,903,True,False
2093,192.168.56.15,2026-02-13 07:22:43.792250+00:00,0.5928172241780081,0.998112687614299,0.0,0.03213925433855819,903,True,False
2092,192.168.56.15,2026-02-13 07:21:43.756424+00:00,0.5928172241780081,0.998112687614299,0.0,0.03213925433855819,903,True,False
2091,192.168.56.15,2026-02-13 07:20:43.724436+00:00,0.5928172241780081,0.998112687614299,0.0,0.03213925433855819,903,True,False
2090,192.168.56.15,2026-02-13 07:19:43.688069+00:00,0.5947548513745025,1.0,0.0,0.02622574312748767,1146,True,False
2089,192.168.56.15,2026-02-13 07:18:43.649958+00:00,0.5947548513745025,1.0,0.0,0.02622574312748767,1146,True,False
2088,192.168.56.15,2026-02-13 07:17:43.583798+00:00,0.5930242175803087,0.9979785671026257,0.0,0.030836046303707926,1264,True,False
2087,192.168.56.15,2026-02-13 07:16:43.526963+00:00,0.5930242175803087,0.9979785671026257,0.0,0.030836046303707926,1264,True,False
2086,192.168.56.15,2026-02-13 07:15:43.492593+00:00,0.5930242175803087,0.9979785671026257,0.0,0.030836046303707926,1264,True,False
2085,192.168.56.15,2026-02-13 07:14:43.452785+00:00,0.5930242175803087,0.9979785671026257,0.0,0.030836046303707926,1264,True,False
2084,192.168.56.15,2026-02-13 07:13:43.432705+00:00,0.5930242175803087,0.9979785671026257,0.0,0.030836046303707926,1264,True,False
2082,192.168.56.15,2026-02-13 07:12:43.384694+00:00,0.5727044008058814,0.9472290656968513,0.0,0.03093612736429585,1574,True,False
2079,192.168.56.15,2026-02-13 07:11:43.303761+00:00,0.5755779349053782,0.9537425117101653,0.0,0.029595348893439517,1658,True,False
2078,192.168.56.15,2026-02-13 07:10:43.280279+00:00,0.5891843920221499,0.9860008462893763,0.0,0.0260797324680034,1538,True,False
2076,192.168.56.15,2026-02-13 07:09:43.233863+00:00,0.5891843920221499,0.9860008462893763,0.0,0.0260797324680034,1538,True,False
2074,192.168.56.15,2026-02-13 07:08:43.184705+00:00,0.5891843920221499,0.9860008462893763,0.0,0.0260797324680034,1538,True,False
2072,192.168.56.15,2026-02-13 07:07:43.128588+00:00,0.5880318266660166,0.9864739731891443,0.0,0.03278881304820581,1176,True,False
2070,192.168.56.15,2026-02-13 07:06:43.074738+00:00,0.5880318266660166,0.9864739731891443,0.0,0.03278881304820581,1176,True,False
2068,192.168.56.15,2026-02-13 07:05:43.017188+00:00,0.5880318266660166,0.9864739731891443,0.0,0.03278881304820581,1176,True,False
2066,192.168.56.15,2026-02-13 07:04:42.968365+00:00,0.5880318266660166,0.9864739731891443,0.0,0.03278881304820581,1176,True,False
2064,192.168.56.15,2026-02-13 07:03:42.920942+00:00,0.5880318266660166,0.9864739731891443,0.0,0.03278881304820581,1176,True,False
2062,192.168.56.15,2026-02-13 07:02:42.877946+00:00,0.5922682686052032,0.9993554109581174,0.0,0.03736947889021895,756,True,False
2060,192.168.56.15,2026-02-13 07:01:42.829537+00:00,0.5922682686052032,0.9993554109581174,0.0,0.03736947889021895,756,True,False
2058,192.168.56.15,2026-02-13 07:00:42.784260+00:00,0.5922682686052032,0.9993554109581174,0.0,0.03736947889021895,756,True,False
2056,192.168.56.15,2026-02-13 06:59:42.732705+00:00,0.5922682686052032,0.9993554109581174,0.0,0.03736947889021895,756,True,False
2054,192.168.56.15,2026-02-13 06:58:46.702774+00:00,0.5922682686052032,0.9993554109581174,0.0,0.03736947889021895,756,True,False
2052,192.168.56.15,2026-02-13 06:58:45.891842+00:00,0.5922682686052032,0.9993554109581174,0.0,0.03736947889021895,756,True,False
2050,192.168.56.15,2026-02-13 06:58:45.072382+00:00,0.5922682686052032,0.9993554109581174,0.0,0.03736947889021895,756,True,False
2048,192.168.56.15,2026-02-13 06:58:42.675384+00:00,0.5922682686052032,0.9993554109581174,0.0,0.03736947889021895,756,True,False
2046,192.168.56.15,2026-02-13 06:57:42.625732+00:00,0.5922682686052032,0.9993554109581174,0.0,0.03736947889021895,756,True,False
2044,192.168.56.15,2026-02-13 06:56:42.581347+00:00,0.5922682686052032,0.9993554109581174,0.0,0.03736947889021895,756,True,False
2042,192.168.56.15,2026-02-13 06:55:42.533950+00:00,0.592629774977738,0.9999812486015519,0.0,0.03681362231441368,513,True,False
2040,192.168.56.15,2026-02-13 06:54:42.486336+00:00,0.592629774977738,0.9999812486015519,0.0,0.03681362231441368,513,True,False
2038,192.168.56.15,2026-02-13 06:53:42.440334+00:00,0.592629774977738,0.9999812486015519,0.0,0.03681362231441368,513,True,False
2036,192.168.56.15,2026-02-13 06:52:42.394773+00:00,0.592629774977738,0.9999812486015519,0.0,0.03681362231441368,513,True,False
2034,192.168.56.15,2026-02-13 06:51:42.344692+00:00,0.592629774977738,0.9999812486015519,0.0,0.03681362231441368,513,True,False
2032,192.168.56.15,2026-02-13 06:50:42.297239+00:00,0.5908205110770474,1.0,0.0,0.04589744461476318,395,True,False
1982,192.168.56.15,2026-02-13 06:29:52.589897+00:00,0.0,0.0,0.0,1.0,3,False,False
1980,192.168.56.15,2026-02-13 06:28:52.547059+00:00,0.0,0.0,0.0,1.0,3,False,False
1978,192.168.56.15,2026-02-13 06:27:52.494421+00:00,0.0,0.0,0.0,1.0,3,False,False
1976,192.168.56.15,2026-02-13 06:26:52.447733+00:00,0.0,0.0,0.0,1.0,3,False,False
1973,192.168.56.15,2026-02-13 06:25:52.369506+00:00,0.591948041123743,1.0,-1.8821757952189586e-05,0.04022215086538102,231,True,False
1971,192.168.56.15,2026-02-13 06:24:52.322685+00:00,0.591948041123743,1.0,-1.8821757952189586e-05,0.04022215086538102,231,True,False
