frequency,magnitude
0.0,8.378737541528238
0.00018456995201181247,3.6458829345380552
0.00036913990402362494,3.80009894007379
0.0005537098560354374,5.736726249290665
0.0007382798080472499,3.1821040273295944
0.0009228497600590623,2.4897746656072965
0.0011074197120708748,5.791966374225688
0.0012919896640826872,3.5072393073741246
0.0014765596160944998,1.7640803288604765
0.0016611295681063123,6.027695692732005
0.0018456995201181247,4.927178608945396
0.002030269472129937,2.838205821312941
0.0022148394241417496,7.039905247558049
0.002399409376153562,3.2819315543000136
0.0025839793281653744,2.3162334903477615
0.002768549280177187,4.199618958694441
0.0029531192321889995,3.51905155680563
0.003137689184200812,1.6608079043852797
0.0033222591362126247,4.515813603906327
0.003506829088224437,4.403768044417041
0.0036913990402362494,0.952105040317954
0.003875968992248062,5.684694348046339
0.004060538944259874,4.941536203943625
0.004245108896271687,1.8774037609955867
0.004429678848283499,4.666001741778947
0.004614248800295311,3.904579165119009
0.004798818752307124,3.0840152181105682
0.0049833887043189366,3.0035104138941637
0.005167958656330749,4.478183222169502
0.005352528608342562,2.60407257227803
0.005537098560354374,3.1285635878381757
0.005721668512366187,6.112464157644368
0.005906238464377999,2.518964778242991
0.006090808416389811,4.260169385473041
0.006275378368401624,4.7770545544529215
0.006459948320413436,3.287439145632315
0.006644518272425249,1.6914946017107388
0.0068290882244370615,5.041285972373518
0.007013658176448874,4.527030001170791
0.007198228128460687,1.2887144287887224
0.007382798080472499,5.154719354044483
0.007567368032484311,4.3547620040378545
0.007751937984496124,1.8993909702117096
0.007936507936507936,6.600545763007907
0.008121077888519748,3.6580626614485383
0.00830564784053156,2.2086320956516534
0.008490217792543374,4.3149809087500115
0.008674787744555186,5.243454813216743
0.008859357696566999,0.502399808218352
0.00904392764857881,5.764810658711152
0.009228497600590623,5.274514164454457
0.009413067552602437,0.5369133630031174
0.009597637504614249,6.158856935889497
0.009782207456626061,5.718438192444333
0.009966777408637873,1.497889861514188
0.010151347360649685,6.31984730324386
0.010335917312661497,4.660774479052719
0.010520487264673311,1.8445852234938942
0.010705057216685123,4.4737512145609575
0.010889627168696936,6.591372337104954
0.011074197120708748,1.0989325750118133
0.01125876707272056,5.351409084523793
0.011443337024732374,5.78348214032364
0.011627906976744186,0.5821415987947949
0.011812476928755998,5.94600628439363
0.01199704688076781,5.9563434228737275
0.012181616832779622,0.8359714855433965
0.012366186784791436,4.109727550182508
0.012550756736803248,4.920567657843531
0.01273532668881506,3.0200201245716882
0.012919896640826873,3.4192262108419227
0.013104466592838685,5.934579803840762
0.013289036544850499,1.6234983560158116
0.01347360649686231,3.657717621312635
0.013658176448874123,5.138706641852139
0.013842746400885935,1.414141821460162
0.014027316352897747,4.517535526919169
0.01421188630490956,4.453743767020325
0.014396456256921373,3.204076640567643
0.014581026208933185,1.6321550486901069
0.014765596160944998,5.081919865128055
0.01495016611295681,4.039148697536185
0.015134736064968622,2.31496590944248
0.015319306016980436,4.976061253972074
0.015503875968992248,3.3899521551091065
0.01568844592100406,2.2709506269702255
0.015873015873015872,4.784317511750018
0.016057585825027684,3.4424667096775887
0.016242155777039496,3.134913847211139
0.01642672572905131,3.6023348685734273
0.01661129568106312,6.256267588801351
0.016795865633074936,1.8735587143860275
0.01698043558508675,4.899146323551941
0.01716500553709856,5.13669411631262
0.017349575489110373,1.4649817677407615
0.017534145441122185,4.0347372139524005
0.017718715393133997,5.21023552215817
0.01790328534514581,1.8028612043715522
0.01808785529715762,3.5583470225426472
0.018272425249169433,5.120500774025714
0.018456995201181246,3.3936069307848875
0.018641565153193058,3.5179618400801584
0.018826135105204873,7.543837036636085
0.019010705057216686,2.8116790163949656
0.019195275009228498,3.9992222200498175
0.01937984496124031,5.282065953368116
0.019564414913252122,2.085809329298738
0.019748984865263934,3.663783515615052
0.019933554817275746,5.949787724998277
0.02011812476928756,2.8052805444462847
0.02030269472129937,2.5145858132984102
0.020487264673311183,6.539763900976978
0.020671834625322995,4.549979690433665
0.02085640457733481,3.8753416549413946
0.021040974529346623,7.529801056202711
0.021225544481358435,2.874374973064877
0.021410114433370247,3.064799003078731
0.02159468438538206,5.464395965749907
0.02177925433739387,3.1926115763846807
0.021963824289405683,2.989839867746404
