frequency,magnitude
0.0,2.220446049250313e-16
0.02702702702702703,1.70316239095992
0.05405405405405406,1.748060013148309
0.08108108108108109,1.8297344122742458
0.10810810810810811,1.9614536397084414
0.13513513513513514,2.1706279534211386
0.16216216216216217,2.519491814603977
0.1891891891891892,3.1812179345484735
0.21621621621621623,4.881374563714025
0.24324324324324326,19.931686278202257
0.2702702702702703,5.0040954410788
0.2972972972972973,1.3396084651781128
0.32432432432432434,0.23751527010941523
0.35135135135135137,0.3979926247949829
0.3783783783783784,0.9283343928532596
0.40540540540540543,1.5245285419644383
0.43243243243243246,2.4117036853245466
0.4594594594594595,4.284179196139127
0.4864864864864865,13.215972009133708
