lag,correlation
1,-0.6045207535398922
2,0.16178778093152452
3,0.17304033378501782
4,-0.5281567466989351
5,0.6293836889713162
6,-0.493144770928929
7,0.10512538968386631
8,0.23333003445690506
9,-0.6224582593332496
10,0.7728421291464261
11,-0.6335158872035032
12,0.29980042432903786
13,0.30709229224729157
14,-0.5856202745273645
15,0.648803969390753
16,-0.45721164699402295
17,0.03323728695360709
18,0.3024930195542204
19,-0.6483939991049973
20,0.7428748180791226
21,-0.5771966949318876
22,0.17871871368022801
23,0.16521782397025392
24,-0.5526550227392087
25,0.8443737975863046
26,-0.4083043286188716
27,-0.06239320628860839
28,0.38678197468402
29,-0.6787751552679407
30,0.7336802689663573
31,-0.5304190128931486
32,0.09566496618750107
33,0.2411570103962358
34,-0.5704452587224554
35,0.633676879388222
36,-0.4530782079867373
37,0.060342273248041624
38,0.5404088553182482
39,-0.7299442648904526
40,0.7347036289030857
41,-0.4805846758866209
42,0.016865012421951465
43,0.31067984962589534
44,-0.5890916849832424
45,0.5940989605160962
46,-0.3901432388679995
47,-0.053078171911768765
48,0.39661567154243077
49,-0.7104605193195195
