lag,correlation
0,1.0
1,0.033834456019981356
2,0.08704891922021636
3,-0.00011393305182298928
4,-7.291652784710678e-05
5,-0.00011190409358565602
6,-0.00011368044735073303
7,-0.00011604135449273917
8,0.03308247840473268
9,0.06205741412978138
10,0.03334277341298445
11,0.017944947442859942
12,0.033373254173135816
13,-0.00011622870459930409
14,-0.00011623014133080698
15,-0.00011623157806229727
16,-0.00011623301479380417
17,-0.00011623445152529014
18,-0.00011623588825679275
19,0.03308246260068623
20,0.25785198354205546
21,0.0338944162417938
22,0.23263114062616783
23,-5.0509243345719626e-05
24,-0.00011624450864577564
25,-0.00011624594537726162
26,-0.00011624738210876431
27,-0.0001162488188402543
28,-0.00011625025557175043
29,0.12607373716818468
30,0.034627038149430626
31,7.015275297029429e-05
32,-0.0001161166013895467
33,-7.857737850165709e-05
34,0.06351731712374452
35,-0.00011626031269222582
36,-0.00011626174942372199
37,-0.00011621754487540584
38,-0.00011626462288672154
39,-0.0001154715380357978
40,-0.00011622798598808977
41,0.034627022345384166
42,0.07845453107242127
43,4.725264003164823e-05
44,-0.00011616742816926163
45,-0.00011627468000719021
46,-0.00011627611673869305
47,-0.00011627755347018338
48,-0.00011627899020169034
49,0.06388156529263864
50,-0.00011628186366467888
51,-0.00011628330039616887
52,-0.00011628473712766509
53,0.03452212012124132
54,0.0640745987963997
55,-0.000116289047322155
56,-0.00011629048405366193
57,-0.00011629192078514788
58,-0.00011629335751665049
59,-0.00011629479424814048
60,-0.00011629623097963663
61,-0.00011629766771113335
62,-0.00011629910444263624
63,0.06401558019187113
64,-0.00011630197790563351
65,-0.00011630341463711947
66,-0.00011630485136862203
67,-0.00011630628810011203
68,-0.00011630240106511803
69,-0.0001163091615631049
70,0.06857695754980392
71,-0.00011630609015351739
72,-0.00011631347175760502
73,-0.00011621142038381851
74,-0.00011630512094624345
75,-0.00011631778195208353
76,-0.00011631921868357969
77,-0.00011612953219808004
78,-0.00011630830950666591
79,-0.00011632352887806965
80,-0.00011632496560957661
81,-0.00011632640234106259
82,-0.0001163278390725651
83,0.06647779424890433
84,-0.00011632010936729175
85,-0.00011345163667811065
86,-0.0001163335859985509
87,-0.0001163350227300412
88,-0.00011633645946154816
89,-0.00011633789619303407
90,-0.00011633933292453668
91,-8.315240935643125e-05
92,-0.00011634220638752287
93,-0.0001163436431190196
94,-0.00011634507985052245
95,-0.00011634651658201278
96,-0.00011634795331351971
97,-0.00011634939004500562
98,-0.0001163508267765082
99,-0.00011635226350799822
100,-0.0001163537002394944
101,-0.00011635513697099109
102,-0.00011635657370249395
103,-0.00011635801043398426
104,0.06589879240453492
105,-0.00010230096447889239
106,-0.00011635180618966172
107,-0.00011352170898392375
108,-0.00011631853099195576
109,-0.00011636663082296272
110,-0.00011636806755446558
111,-0.00011636950428595587
112,0.03572207992850401
113,-0.0001163723777489488
114,-0.00011637381448045135
115,-0.00011637525121194133
116,-0.00011637668794343754
117,-0.0001163781246749342
118,-0.00011629815643721865
119,-9.426609503576295e-05
120,-0.00011638243486943442
121,-0.00011638387160092032
122,-0.00011638530833242293
123,0.035722064124457546
124,0.06647697865823582
125,-0.00011638961852690579
126,-0.00011639105525840864
127,-0.00010938583854749121
128,-0.00011639392872140593
129,-0.00011639536545289181
130,-0.00011639680218439439
131,-0.00011639823891588438
132,-0.00011639967564738062
133,0.06641575164087751
134,-0.00011640254911038016
135,-0.00011640398584187049
136,-0.00011640542257337745
137,-0.00011640685930486333
138,-0.00011640829603636601
139,-8.46583529998827e-06
140,-0.0001163304457432652
141,-9.459300902120724e-05
142,-0.00011634346012275653
143,-0.00011641547969384204
144,-0.000116416916425349
145,-0.00011633953565262028
146,-0.00011641978988833749
147,-0.00011504917464347378
148,-0.00011635443327304828
149,-0.00011642410008282038
150,-0.00011642553681432324
151,-0.0001138930496043452
152,-0.00011612254558126111
153,0.06900357148457595
154,-0.00011643128374030902
155,-0.00011629522132211069
156,-7.908041330804428e-05
157,-0.0001140420142096201
158,0.0005339344854607714
159,-8.410239059293734e-05
160,-0.00011643990412929212
161,-2.6236801015694455e-05
162,0.0010847709918348526
163,-2.9842997133789004e-05
164,-0.00011644565105526685
165,-0.00011644708778676353
166,-0.00011644852451826639
167,-0.00011644996124975671
168,-0.00011645139798126367
169,-0.00011645283471274963
170,-0.00011645427144425219
171,-0.00011645570817574219
172,-0.00011645714490723838
173,4.6817901926111544e-05
174,-0.0001163379152097703
175,-8.345702234764728e-05
176,6.586251481418675e-05
177,-0.00011632798003553227
178,0.0030943026067983973
179,4.3740281854283685e-05
180,0.0005252188954433652
181,-8.456579049509451e-05
182,0.005745154247755699
183,0.0003106152286250194
184,0.0010687008617016967
185,-3.103101317556612e-05
186,-0.00011647725914819531
187,-0.00011647869587968534
188,-0.0001164801326111815
189,-0.0001164815693426782
190,-0.00011648300607418108
191,-0.0001164844428056714
192,-0.00011648587953717833
193,-0.00011648731626866428
194,-0.00011648875300016683
195,-4.378794426811849e-06
196,-0.00011649162646315305
197,-0.00011649306319464979
198,-2.5634026253639398e-05
199,-0.00011649593665764291
200,0.0014651981359645812
201,-3.784347470263933e-05
202,-0.0001165002468521384
203,-9.981141803540251e-05
204,0.00280459330193271
205,9.414708838317639e-05
206,-0.00011650599377812413
207,-0.00011650743050961448
208,-0.00011650886724112138
209,-0.0001165103039726073
210,-0.00011651174070410994
211,-0.00011651317743559995
212,-0.00011651461416709616
213,-0.00011651605089859288
214,-9.982722208186924e-05
215,-8.550583787642528e-05
216,-0.000116520361093093
217,-0.00011652179782457895
218,-0.00011652323455608152
219,-0.00011652467128757159
220,-0.0001165261080190677
221,-0.0001165275447505644
222,-0.0001165289814820673
223,-0.00011653041821355765
224,-8.554727637078701e-05
225,-0.00011653329167655051
226,-0.00011653472840805306
227,-0.00011653616513954314
228,-0.00011653760187103928
229,-0.00011653903860253598
230,-0.00011654047533403882
231,-0.00011654191206552916
232,-0.00011654334879703607
233,-0.00011654478552852202
234,-0.00011654622226002457
235,-0.00011654765899151463
236,-0.00011654909572301076
237,-0.00011655053245450751
238,-0.00011655196918601035
239,-0.0001165534059175007
240,-0.00011655484264900763
241,-0.00011655627938049361
242,-0.00011655771611199616
243,-0.00011655915284348623
244,-8.438640679176056e-05
245,-0.0001165620263064791
246,-0.00011656346303798194
247,-0.00011656489976947227
248,-0.00011656633650097914
249,-0.00011656777323246509
250,-0.00011656920996396767
251,-0.0001165706466954578
252,-0.00011657208342695386
253,-0.00011657352015845058
254,-0.00011657495688995345
255,-0.00011657639362144379
256,-0.00011657783035295067
257,-0.00011657926708443668
258,-7.589690963421911e-05
259,-0.0001165821405474293
260,-0.00011658357727892542
261,-0.00011658501401042215
262,-0.00011658645074192498
263,-0.00011658788747341542
264,-0.00011658932420492233
265,-0.00011659076093640826
266,-0.00011659219766791076
267,-0.0001165936343994009
268,-0.00011659507113089702
269,-0.00011659650786239372
270,-0.00011659794459389656
271,-0.00011659938132538694
272,-0.00011660081805689383
273,-0.00011660225478837981
274,-0.00011660369151988233
275,-0.00011660512825137245
276,-0.00011660656498286857
277,-0.00011660800171436527
278,-0.00010010722206882498
279,-0.00011654982359712466
280,-3.497407012643095e-05
281,-0.00011661374864035136
282,-0.00011661518537185383
283,-0.00011661662210334389
284,-0.00011661805883484008
285,-0.00011661949556633678
286,-0.00011662093229783967
287,-0.00011662236902933003
288,-0.00011662380576083692
289,-0.0001166252424923229
290,-0.00011662667922382542
291,-0.00011662811595531558
292,-0.0001166295526868117
293,-0.00011663098941830839
294,-0.00011663242614981126
295,-0.00011663386288130163
296,-0.0001166352996128085
297,-0.0001166367363442945
298,-0.00011663817307579697
299,-0.0001166396098072871
300,-9.991548957075967e-05
301,-0.0001165809164868374
302,-0.00011664392000178282
303,-0.00011664535673327318
304,-0.00011664679346478008
305,-0.00011664823019626602
306,-0.00011664966692776852
307,-0.00011665110365925864
308,-0.00011665254039075476
309,-0.00011665397712225146
310,-0.00011665541385375427
311,-0.00011662155916544707
312,-0.00011665828731675157
313,-0.00011665972404823755
314,-0.00011666116077974005
315,-0.00011666259751123018
316,-0.00011666403424272627
317,-0.00011666547097422302
318,-0.00011666690770572586
319,-0.0001166683444372163
320,-0.0001166697811687232
321,-0.00011667121790020917
322,-0.00011667265463171164
323,-0.00011667409136320175
324,-0.00011667552809469794
325,-0.0001166769648261946
326,-0.00011667840155769741
327,-0.00011667983828918782
328,-0.00011668127502069472
329,-0.00011668271175218072
330,-0.0001166841484836832
331,-0.00011668558521517333
332,-0.00011668702194666949
333,-0.00011668845867816617
334,-0.00011668989540966901
335,-0.00011669133214115934
336,-0.00011669276887266627
337,-0.00011669420560415224
338,-0.00011669564233565471
339,-0.00011669707906714484
340,-0.000116698515798641
341,-0.00011669995253013768
342,-0.00011670138926164055
343,-0.00011670282599313088
344,-0.00011670426272463781
345,-0.0001167056994561238
346,-0.0001167071361876263
347,-0.00011670857291911645
348,-0.00011671000965061261
349,-0.0001167114463821093
350,-0.00011671288311361215
351,-0.00011670355997495944
352,-0.00011670499670646634
353,-0.00011670643343795235
354,-0.00011670787016945481
355,-0.00011670930690094493
356,-0.00011671074363244109
357,-0.00011671218036393782
358,-0.00011671361709544062
359,-0.00011671505382693092
360,-0.00011671649055843782
361,-0.00011671792728992376
362,-0.00011671936402142632
363,-0.00011672080075291644
364,-0.00011672223748441257
365,-0.0001167236742159093
366,-0.00011672511094741214
367,-0.00011672654767890252
368,-0.00011672798441040943
369,-0.0001167294211418954
370,-0.00011673085787339789
371,-0.00011673229460488802
372,-0.00011673373133638419
373,-0.00011673516806788091
374,-0.00011673660479938369
375,-0.0001167380415308741
376,-0.00011673947826238095
377,-0.00011674091499386695
378,-0.00011674235172536944
379,-0.00011674378845685959
380,-0.00011674522518835572
381,-0.00011674666191985245
382,-0.00011674809865135522
383,-0.00011674953538284563
384,-0.00011675097211435248
385,-0.00011674974696259341
386,-0.00011675384557734092
387,-0.0001167552823088311
388,-0.00011675671904032723
389,-0.00011675815577182396
390,4.983117612980459e-05
391,0.002193345294600852
392,-0.00011676246596632404
393,-0.00011676390269781004
394,-5.4561919381743555e-05
