lag,correlation
1,-0.5979971183368809
2,0.1293977043134687
3,0.2329008987384893
4,-0.6252306395674597
5,0.745672225666549
6,-0.5854341752384948
7,0.1723155489987831
8,0.19346558955281726
9,-0.6091909806728437
10,0.7735220867838805
11,-0.6358607245366833
12,0.27183158316596284
13,0.3767885314869051
14,-0.6798680850315385
15,0.7663135794093471
16,-0.5545159320480808
17,0.098533456238723
18,0.2593111903725058
19,-0.6270298639466392
20,0.7353985023914784
21,-0.571098771401659
22,0.14226740460377282
23,0.22110426926846097
24,-0.641928100772071
25,0.9694954770642759
26,-0.5179123444242195
27,0.029283991538620414
28,0.32243777479791846
29,-0.6625148956439731
30,0.7254462651075267
31,-0.521437878277199
32,0.0745568928225919
33,0.28671519613106167
34,-0.6456380092319537
35,0.7488817891979141
36,-0.5689986197675131
37,0.1582033659536452
38,0.48270559350098463
39,-0.7105739307732583
40,0.7365522875671865
41,-0.48384666570030954
42,-0.0025542107777660845
43,0.3474761773181953
44,-0.6554878501377993
45,0.7015421583138486
46,-0.4976587675001001
47,0.039315275372875616
48,0.3229491264302101
49,-0.683008289086195
