lag,correlation
1,-0.19047441448952152
2,-0.1943828657212682
3,-0.19469771514780948
4,-0.19438735559137774
5,0.71007274564486
6,-0.17043219553896144
7,-0.19502596159066712
8,-0.19515837540396058
9,-0.19522781639570044
10,0.7040943575809905
11,-0.16002503615110478
12,-0.19470308731770422
13,-0.19502664650210874
14,-0.1951596881015329
15,0.6921891258473145
16,-0.14634697144312167
17,-0.1953427859917638
18,-0.19564932633774698
19,-0.19556665491397193
20,0.6756675646528766
21,-0.13000242937351722
22,-0.1948085761486987
23,-0.19526836846075712
24,-0.19518137483853307
25,0.6631221974848291
26,-0.11968305774367119
27,-0.19420333909487972
28,-0.19467597193399885
29,-0.19471995911227113
30,0.8797738138684608
31,-0.06913369105529422
32,-0.1938759671538081
33,-0.19433381431518926
34,-0.19402942190652267
35,0.6183005870317483
36,-0.07972036406175884
37,-0.1944892968416314
38,-0.19486134300643546
39,-0.19480357375990728
40,0.6112305594501575
41,-0.06903776314010168
42,-0.19415465557018646
43,-0.1947028328964072
44,-0.1947537928860182
45,0.607369619391184
46,-0.06338164637626852
47,-0.1949778621105612
48,-0.19520746578916803
49,-0.19523683262497513
