lag,correlation
1,-0.1908515421375693
2,-0.1955335879637372
3,-0.19599500018259564
4,-0.1939249430241803
5,0.7193760139068542
6,-0.17241363937116028
7,-0.19565034789484212
8,-0.1955569177443654
9,-0.19465236095985702
10,0.6950530731492846
11,-0.1514167759871228
12,-0.19491502369975022
13,-0.19487705190490068
14,-0.192882801276561
15,0.6854224372857121
16,-0.1416340025411096
17,-0.19436219798039825
18,-0.19482249917735897
19,-0.19396572514228475
20,0.6811239115445372
21,-0.135601390513711
22,-0.19542988816144113
23,-0.19568529543867916
24,-0.19369372682744937
25,0.6624439294732821
26,-0.11228202127336206
27,-0.19618495026487934
28,-0.19593972746458527
29,-0.19444173399025788
30,0.8725425456124447
31,-0.06177096892281491
32,-0.19578825912075262
33,-0.19602929733187027
34,-0.19535249618394138
35,0.6173988325980542
36,-0.0696621966003729
37,-0.19476430288871022
38,-0.19568407828639683
39,-0.19604919334160614
40,0.5914443431008154
41,-0.04706350467873669
42,-0.19402929489213253
43,-0.1948543867841132
44,-0.19426870638823132
45,0.5807504936820329
46,-0.03624797192876288
47,-0.19350635103527303
48,-0.1947301502800486
49,-0.1941049502388233
