lag,correlation
1,0.368772367569343
2,-0.11414516512318523
3,-0.18219217918276612
4,-0.18318666967054495
5,0.09129205011738245
6,0.7537828311027278
7,0.5137514681888744
8,-0.04124921585229884
9,-0.18940762607744802
10,-0.19399794537844386
11,-0.0014419133654764368
12,0.587754148731169
13,0.6317347322583344
14,0.07274033263580504
15,-0.1813277242577627
16,-0.18742703525404555
17,-0.06490928849857575
18,0.43998986308128485
19,0.68267941014456
20,0.18058826662528865
21,-0.1727340622850528
22,-0.1840070734682984
23,-0.11469432246057261
24,0.2976177642323023
25,0.744583419796191
26,0.2983248574945902
27,-0.15661897892197466
28,-0.18570539310806541
29,-0.15496866378250562
30,0.13957788679039285
31,0.800125578325891
32,0.5545607183969502
33,-0.04784016803023511
34,-0.1886428918381443
35,-0.1904218218031316
36,-0.059770703305998214
37,0.5479641435958056
38,0.6103583358838275
39,0.07481302251550619
40,-0.17379158679128015
41,-0.18692447046494842
42,-0.10105442871721423
43,0.38553078740273317
44,0.6407191998914524
45,0.21086018663868522
46,-0.14817581571070584
47,-0.18302589019666748
48,-0.13183264002645728
49,0.24680480436743224
