ts,total_bytes
2026-03-06 14:39:20,1
2026-03-06 14:39:25,0
2026-03-06 14:39:30,0
2026-03-06 14:39:35,0
2026-03-06 14:39:40,0
2026-03-06 14:39:45,0
2026-03-06 14:39:50,0
2026-03-06 14:39:55,0
2026-03-06 14:40:00,0
2026-03-06 14:40:05,0
2026-03-06 14:40:10,0
2026-03-06 14:40:15,0
2026-03-06 14:40:20,1
2026-03-06 14:40:25,0
2026-03-06 14:40:30,0
2026-03-06 14:40:35,0
2026-03-06 14:40:40,0
2026-03-06 14:40:45,0
2026-03-06 14:40:50,0
2026-03-06 14:40:55,0
2026-03-06 14:41:00,0
2026-03-06 14:41:05,0
2026-03-06 14:41:10,0
2026-03-06 14:41:15,0
2026-03-06 14:41:20,1
2026-03-06 14:41:25,0
2026-03-06 14:41:30,0
2026-03-06 14:41:35,0
2026-03-06 14:41:40,0
2026-03-06 14:41:45,0
2026-03-06 14:41:50,0
2026-03-06 14:41:55,0
2026-03-06 14:42:00,0
2026-03-06 14:42:05,0
2026-03-06 14:42:10,0
2026-03-06 14:42:15,0
2026-03-06 14:42:20,1
2026-03-06 14:42:25,0
2026-03-06 14:42:30,0
2026-03-06 14:42:35,0
2026-03-06 14:42:40,0
2026-03-06 14:42:45,0
2026-03-06 14:42:50,0
2026-03-06 14:42:55,0
2026-03-06 14:43:00,0
2026-03-06 14:43:05,0
2026-03-06 14:43:10,0
2026-03-06 14:43:15,0
2026-03-06 14:43:20,1
2026-03-06 14:43:25,0
2026-03-06 14:43:30,0
2026-03-06 14:43:35,0
2026-03-06 14:43:40,0
2026-03-06 14:43:45,0
2026-03-06 14:43:50,0
2026-03-06 14:43:55,0
2026-03-06 14:44:00,0
2026-03-06 14:44:05,0
2026-03-06 14:44:10,0
2026-03-06 14:44:15,0
2026-03-06 14:44:20,1
2026-03-06 14:44:25,0
2026-03-06 14:44:30,0
2026-03-06 14:44:35,0
2026-03-06 14:44:40,0
2026-03-06 14:44:45,0
2026-03-06 14:44:50,0
2026-03-06 14:44:55,0
2026-03-06 14:45:00,0
2026-03-06 14:45:05,0
2026-03-06 14:45:10,0
2026-03-06 14:45:15,0
2026-03-06 14:45:20,1
2026-03-06 14:45:25,0
2026-03-06 14:45:30,0
2026-03-06 14:45:35,0
2026-03-06 14:45:40,0
2026-03-06 14:45:45,0
2026-03-06 14:45:50,0
2026-03-06 14:45:55,0
2026-03-06 14:46:00,0
2026-03-06 14:46:05,0
2026-03-06 14:46:10,0
2026-03-06 14:46:15,0
2026-03-06 14:46:20,1
2026-03-06 14:46:25,0
2026-03-06 14:46:30,0
2026-03-06 14:46:35,0
2026-03-06 14:46:40,0
2026-03-06 14:46:45,0
2026-03-06 14:46:50,0
2026-03-06 14:46:55,0
2026-03-06 14:47:00,0
2026-03-06 14:47:05,0
2026-03-06 14:47:10,0
2026-03-06 14:47:15,0
2026-03-06 14:47:20,1
2026-03-06 14:47:25,0
2026-03-06 14:47:30,0
2026-03-06 14:47:35,0
2026-03-06 14:47:40,0
2026-03-06 14:47:45,0
2026-03-06 14:47:50,0
2026-03-06 14:47:55,0
2026-03-06 14:48:00,0
2026-03-06 14:48:05,0
2026-03-06 14:48:10,0
2026-03-06 14:48:15,0
2026-03-06 14:48:20,1
