ts,total_bytes
2026-03-30 18:24:30,1
2026-03-30 18:24:45,0
2026-03-30 18:25:00,0
2026-03-30 18:25:15,0
2026-03-30 18:25:30,0
2026-03-30 18:25:45,0
2026-03-30 18:26:00,0
2026-03-30 18:26:15,0
2026-03-30 18:26:30,0
2026-03-30 18:26:45,0
2026-03-30 18:27:00,0
2026-03-30 18:27:15,0
2026-03-30 18:27:30,0
2026-03-30 18:27:45,0
2026-03-30 18:28:00,0
2026-03-30 18:28:15,0
2026-03-30 18:28:30,0
2026-03-30 18:28:45,0
2026-03-30 18:29:00,0
2026-03-30 18:29:15,0
2026-03-30 18:29:30,0
2026-03-30 18:29:45,0
2026-03-30 18:30:00,1
2026-03-30 18:30:15,0
2026-03-30 18:30:30,0
2026-03-30 18:30:45,0
2026-03-30 18:31:00,0
2026-03-30 18:31:15,0
2026-03-30 18:31:30,0
2026-03-30 18:31:45,0
2026-03-30 18:32:00,0
2026-03-30 18:32:15,0
2026-03-30 18:32:30,1
2026-03-30 18:32:45,0
2026-03-30 18:33:00,0
2026-03-30 18:33:15,0
2026-03-30 18:33:30,0
2026-03-30 18:33:45,0
2026-03-30 18:34:00,0
2026-03-30 18:34:15,0
2026-03-30 18:34:30,0
2026-03-30 18:34:45,0
2026-03-30 18:35:00,0
2026-03-30 18:35:15,0
2026-03-30 18:35:30,0
2026-03-30 18:35:45,0
2026-03-30 18:36:00,0
2026-03-30 18:36:15,0
2026-03-30 18:36:30,0
2026-03-30 18:36:45,0
2026-03-30 18:37:00,0
2026-03-30 18:37:15,0
2026-03-30 18:37:30,0
2026-03-30 18:37:45,0
2026-03-30 18:38:00,0
2026-03-30 18:38:15,0
2026-03-30 18:38:30,0
2026-03-30 18:38:45,0
2026-03-30 18:39:00,0
2026-03-30 18:39:15,0
2026-03-30 18:39:30,0
2026-03-30 18:39:45,0
2026-03-30 18:40:00,0
2026-03-30 18:40:15,0
2026-03-30 18:40:30,0
2026-03-30 18:40:45,0
2026-03-30 18:41:00,0
2026-03-30 18:41:15,0
2026-03-30 18:41:30,1
